NOTE 2:,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,A MOU is being developed.,A MOU is being developed.,A MOU is being developed.,A MOU is being developed.,,,,,,,,,,,,,,
NOTE 3:,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 4:,Projects moved from Economic Development,Projects moved from Economic Development,Projects moved from Economic Development,Projects moved from Economic Development,Projects moved from Economic Development,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
J,Registrar/Electoral Board,Registrar/Electoral Board,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Replacement of Voting Machines,Replacement of Voting Machines,,"175,000",,-,,,,"175,000",,,,,,,,"175,000",,,,,,,,,,,,-,,"175,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"175,000",$,-,$,-,$,"175,000",$,-,$,-,$,-,$,"175,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"175,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"175,000",$,-,$,-,$,"175,000",$,-,$,-,$,-,$,"175,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"175,000"
,Fund Balance/Reserves,,,,,,,-,,,,,,,,,,-,,-,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"175,000",$,-,$,-,$,"175,000",$,-,$,-,$,-,$,"175,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"175,000"
,4/23/2007,9:58 AM,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,,,
,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,2006-07,2006-07,,2006-07,,2007-08,2008-09,2008-09,2009-10,2009-10,2010-11,2010-11,2011-12,2011-12,,FY 08-12',2012-13',2012-13',2013-14',2013-14',2014-15',2014-15',2015-16',2015-16',2016-17',2016-17',,FY 13-17',,TOTAL
K,Public Libraries,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Attic Room Completion - Windsor Library,Attic Room Completion - Windsor Library,,"50,000",,"50,000",,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,"$ 50,000","$ 50,000",$,"50,000",$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,Fund Balance/Reserves,,,"50,000",,"50,000",,-,,,,,,,,,,-,,-,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,"$ 50,000","$ 50,000",$,"50,000",$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
Blackwater Regional,Blackwater Regional,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,Library is preparing a needs assessment during FY07 and anticipate submitting a CIP request in FY08.,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,Department / Agency,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,FY 08-12',FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
L,Engineering Division,Engineering Division,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
1 Reserve for E&S Control,1 Reserve for E&S Control,1 Reserve for E&S Control,,-,,-,,"25,000",,"25,000",,"25,000",,"25,000",,"25,000",,"125,000",,-,,-,,-,,-,,-,,-,,"125,000"
2 County Drainage Plan,2 County Drainage Plan,,,,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,-,$,-,$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"125,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"125,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,-,$,-,$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"125,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"125,000"
,Fund Balance/Reserves,Fund Balance/Reserves,,,,,,,,,,,,,,,,-,,-,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,-,$,-,$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"25,000",$,"125,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"125,000"
NOTE 1:,Request to establish a reserve for erosion and sediment control.,Request to establish a reserve for erosion and sediment control.,Request to establish a reserve for erosion and sediment control.,Request to establish a reserve for erosion and sediment control.,Request to establish a reserve for erosion and sediment control.,Request to establish a reserve for erosion and sediment control.,Request to establish a reserve for erosion and sediment control.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,
,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,Capital,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,10 Year
,,,,CIP,Budget,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,Department / Agency,2006-07,2006-07,2006-07,2006-07,,2007-08,2008-09,2008-09,2009-10,2009-10,2010-11,2010-11,2011-12,2011-12,,FY 08-12',2012-13',2012-13',2013-14',2013-14',2014-15',2014-15',2015-16',2015-16',2016-17',2016-17',,FY 13-17',,TOTAL
M,Contingency,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Non-departmental,,,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"500,000",,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"500,000",,"1,000,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,"$ 100,000","$ 100,000","$ 100,000","$ 100,000",$,"100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000",$,"500,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000",$,"500,000",$,"1,000,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"100,000",$,"100,000",$,"100,000",$,"100,000",$,"100,000",$,"100,000",$,"100,000",$,"500,000",$,"100,000",$,"100,000",$,"100,000",$,"100,000",$,"100,000",$,"500,000",$,"1,000,000"
,Fund Balance/Reserves,Fund Balance/Reserves,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,"$ 100,000","$ 100,000","$ 100,000","$ 100,000",$,"100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000",$,"500,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000","$ 100,000",$,"500,000",$,"1,000,000"
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
